Nom_archive,Auteur_recherché,Projet,ID,Titre_unique,Auteur,Résumé,Date,Publication Url,Type de document,Date de publication
Zenodo,Samuel Abiven,RhizoSeqC,16528623,Soil carbon losses due to priming moderated by adaptation and legacy effects,"Schiedung, Marcus",,2025-07-28 08:55:11.754230+00:00,10.5167/uzh-237521,publication,2025.0
Zenodo,Samuel Abiven,PEACE,16528623,Soil carbon losses due to priming moderated by adaptation and legacy effects,"Schiedung, Marcus",,2025-07-28 08:55:11.754230+00:00,10.5167/uzh-237521,publication,2025.0
Zenodo,Isabelle Cousin,ALAMOD,16412945,Relationships between soil ecosystem services in temperate annual field crops: A systematic review,"Cadel, Maëlys",,2025-07-24 15:24:11.117399+00:00,10.1016/j.scitotenv.2023.165930,publication,2025.0
Zenodo,Olivier Thérond,SLAM-B,16412945,Relationships between soil ecosystem services in temperate annual field crops: A systematic review,"Cadel, Maëlys",,2025-07-24 15:24:11.117399+00:00,10.1016/j.scitotenv.2023.165930,publication,2025.0
Zenodo,Pierre Barré,ALAMOD,16412421,Separating fast from slow cycling soil organic carbon – A multi-method comparison on land use change sites,"Schiedung, Marcus",,2025-07-24 14:33:15.804363+00:00,10.5281/zenodo.16412421,publication,2025.0
Zenodo,"Benoit Marie ""ISEM""",CrosyeN,16272076,bpichon0/CNP_ratios_lakes: Release submission paper,Benoît Pichon,"<p>See the Readme file or the following <a href=""https://github.com/bpichon0/CNP_ratios_lakes"">link</a>.
Contact: <em>benoit.pichon0@gmail.com</em></p>",2025-07-21 13:00:55.807059+00:00,10.5281/zenodo.16272076,software,2025.0
Zenodo,Rémi Cardinael,ALAMOD,16227081,"Etude 4pour1000 : Economic data for publication of the article ""A Marginal Abatement Cost Curve for Climate Change Mitigation by additional carbon storage in French agricultural land""","Bamière, Laure",,2025-07-20 16:54:39.407216+00:00,10.57745/1OXJV0,dataset,2025.0
Zenodo,Rémi Cardinael,CrosyeN,16227081,"Etude 4pour1000 : Economic data for publication of the article ""A Marginal Abatement Cost Curve for Climate Change Mitigation by additional carbon storage in French agricultural land""","Bamière, Laure",,2025-07-20 16:54:39.407216+00:00,10.57745/1OXJV0,dataset,2025.0
Zenodo,Philippe Ciais,DEEP-C,16214776,Global biogenic isoprene emissions 2013-2020 inferred from satellite isoprene observations,"Li, Hui",<p>This set of data are global monthly biogenic isoprene emissions assimilating CrIS isoprene concentration.</p>,2025-07-20 11:34:05.667558+00:00,10.5281/zenodo.16214776,publication,2025.0
Zenodo,Dominique Lamy,TROPECOS,16165914,"Revision of the genus Kanamarua Kuroda, 1951 (Gastropoda: Colubrariidae) with the description of two new species","Fraussen, Koen",(Uploaded by Plazi from the Biodiversity Heritage Library) No abstract provided.,2025-07-19 15:59:15.421468+00:00,10.5281/zenodo.16165914,publication,2025.0
Zenodo,David Pot,RhizoSeqC,16114440,DICOM converted images for the NLM-Visible-Human-Project collection,"Clunie, David","<p>This dataset corresponds to a collection of images and/or image-derived data available from National Cancer Institute <a href=""https://portal.imaging.datacommons.cancer.gov/"">Imaging Data Commons (IDC)</a> [1]. This dataset was converted into DICOM representation and ingested by the IDC team. You can explore and visualize the corresponding images using IDC Portal here: <a href=""https://portal.imaging.datacommons.cancer.gov/explore/filters/?collection_id=nlm_visible_human_project"">NLM-Visible-Human-Project</a>. You can use the manifests included in this Zenodo record to download the content of the collection following the <strong>Download instructions</strong> below.</p>
<h3>Collection description</h3>
<p>The <a href=""https://www.nlm.nih.gov/research/visible/visible_human.html"" target=""_blank"" rel=""noopener"">NLM Visible Human Project</a> [2] has created publicly-available complete, anatomically detailed, three-dimensional representations of a human male body and a human female body. Specifically, the VHP provides a public-domain library of cross-sectional cryosection, CT, and MRI images obtained from one male cadaver and one female cadaver. The Visible Man data set was publicly released in 1994 and the Visible Woman in 1995.</p>
<p>The data sets were designed to serve as (1) a reference for the study of human anatomy, (2) public-domain data for testing medical imaging algorithms, and (3) a test bed and model for the construction of network-accessible image libraries. The VHP data sets have been applied to a wide range of educational, diagnostic, treatment planning, virtual reality, artistic, mathematical, and industrial uses. About 4,000 licensees from 66 countries were authorized to access the datasets. As of 2019, a license is no longer required to access the VHP datasets.</p>
<p>Courtesy of the U.S. National Library of Medicine. Release of this collection by IDC does not indicate or imply that NLM has endorsed its products/services/applications. Please see the <a href=""https://www.nlm.nih.gov/research/visible/visible_human.html"" target=""_blank"" rel=""noopener""> Visible Human Project </a> information page to learn more about the images and to obtain any supporting metadata for this collection. Note that this collection may not reflect the most current/accurate data available from NLM.</p>
<p>Citation guidelines can be found on the <a href=""https://www.nlm.nih.gov/databases/download/terms_and_conditions.html"" target=""_blank"" rel=""noopener""> National Library of Medicine Terms and Conditions </a> information page.</p>
<h3>Files included</h3>
<p>A manifest file's name indicates the IDC data release in which a version of collection data was first introduced. For example, <code>collection_id-idc_v8-aws.s5cmd</code> corresponds to the contents of the <code>collection_id</code> collection introduced in IDC data release v8. If there is a subsequent version of this Zenodo page, it will indicate when a subsequent version of the corresponding collection was introduced.</p>
<ol>
<li><code>nlm_visible_human_project-idc_v19-aws.s5cmd</code>: manifest of files available for download from public IDC Amazon Web Services buckets</li>
<li><code>nlm_visible_human_project-idc_v19-gcs.s5cmd</code>: manifest of files available for download from public IDC Google Cloud Storage buckets</li>
<li><code>nlm_visible_human_project-idc_v19-dcf.dcf</code>: Gen3 manifest (for details see <a href=""Gen3 manifest documentation"">https://learn.canceridc.dev/data/organization-of-data/guids-and-uuids</a>)</li>
</ol>
<p>Note that manifest files that end in <code>-aws.s5cmd</code> reference files stored in Amazon Web Services (AWS) buckets, while <code>-gcs.s5cmd</code> reference files in Google Cloud Storage. The actual files are identical and are mirrored between AWS and GCP.</p>
<h3>Download instructions</h3>
<p>Each of the manifests include instructions in the header on how to download the included files.</p>
<p>To download the files using <code>.s5cmd</code> manifests:</p>
<ol>
<li>install <a href=""https://github.com/ImagingDataCommons/idc-index"">idc-index</a> package: <code>pip install --upgrade idc-index</code></li>
<li>download the files referenced by manifests included in this dataset by passing the <code>.s5cmd</code> manifest file: <code>idc download manifest.s5cmd</code>.</li>
</ol>
<p>To download the files using <code>.dcf</code> manifest, see manifest header.</p>
<h3>Acknowledgments</h3>
<p>Imaging Data Commons team has been funded in whole or in part with Federal funds from the National Cancer Institute, National Institutes of Health, under Task Order No. HHSN26110071 under Contract No. HHSN261201500003l.</p>
<h3>References</h3>
<p>[1] Fedorov, A., Longabaugh, W. J. R., Pot, D., Clunie, D. A., Pieper, S. D., Gibbs, D. L., Bridge, C., Herrmann, M. D., Homeyer, A., Lewis, R., Aerts, H. J. W., Krishnaswamy, D., Thiriveedhi, V. K., Ciausu, C., Schacherer, D. P., Bontempi, D., Pihl, T., Wagner, U., Farahani, K., Kim, E. &amp; Kikinis, R. <em>National Cancer Institute Imaging Data Commons: Toward Transparency, Reproducibility, and Scalability in Imaging Artificial Intelligence</em>. RadioGraphics (2023). <a href=""https://doi.org/10.1148/rg.230180"">https://doi.org/10.1148/rg.230180</a></p>
<p>[2] Spitzer, V., Ackerman, M. J., Scherzinger, A. L. &amp; Whitlock, D. The visible human male: a technical report. <em>J. Am. Med. Inform. Assoc.</em> <strong>3,</strong> 118&ndash;130 (1996). <a href=""https://doi.org/10.1136/jamia.1996.96236280"" target=""_blank"" rel=""noopener"">https://doi.org/10.1136/jamia.1996.96236280</a></p>
<p>&nbsp;</p>",2025-07-18 21:16:52.861967+00:00,10.5281/zenodo.16114440,dataset,2025.0
Zenodo,Vincent Vadez,RhizoSeqC,16087530,Markets and the use of wild animals for traditional medicine: A case study among the Tsimane' Amerindians of the Bolivian rain forest,"Apaza, Lilian",(Uploaded by Plazi from the Biodiversity Heritage Library) No abstract provided.,2025-07-18 09:57:00.908961+00:00,10.5281/zenodo.16087530,publication,2025.0
Zenodo,Dominique Lamy,TROPECOS,16071194,Morphological Development of the Radula of Four Species of the Neogastropod Family Muricidae,"Herbert, Gregory S",(Uploaded by Plazi from the Biodiversity Heritage Library) No abstract provided.,2025-07-18 03:39:12.280942+00:00,10.4002/040.058.0211,publication,2025.0
Zenodo,Pierre Sabatier,DEEP-C,15921857,ARLASH Database:  Artificial Radionuclides in Lake Sediments of the Southern Hemisphere (AVATAR Project),"Guillevic, Floriane","<p>A total of 202 lake sediment core records with &sup1;&sup3;⁷Cs data, representing 161 lakes from 119 publications (1980&ndash;2024), were compiled to build a database under the AVATAR Project (""A reVised dATing framework for quantifying geomorphological processes during the AnthRopocene""). The geographical focus was on the equatorial and Southern Hemisphere regions.</p>
<p>The resulting ARLASH database (<strong>A</strong>rtificial <strong>R</strong>adionuclides in <strong>LA</strong>ke sediments of the <strong>S</strong>outhern <strong>H</strong>emisphere) is organized into several sections: general information, lake information, catchment information, &sup1;&sup3;⁷Cs data, &sup2;&sup1;⁰Pb data, sedimentation information, and publication details.</p>
<p>A detailed description of the 55 extracted variables is available in the metadata sheet accompanying the ARLASH database.</p>",2025-07-16 12:44:43.497516+00:00,10.5281/zenodo.15921857,dataset,2025.0
Zenodo,Bertrand Decharme,PEACE,15837794,"Supporting information for the study ""A process-based modeling of soil organic matter physical properties for land surface models - Part 1: Soil mixture theory""","Decharme, Bertrand","<p><strong>This repository contains all the Python scripts used to generate the figures in the article:</strong></p>
<p><strong>&ldquo;A process-based modeling of soil organic matter physical properties for land surface models &ndash; Part 1: Soil mixture theory&rdquo;.</strong></p>
<p>The scripts <code>data_eu.py</code> and <code>data_Gupta.py</code> provide preprocessing routines for two key observational datasets:</p>
<ul>
<li>
<p>The dataset from Kristensen et al. (2019), available from the EU Soil Data Centre (ESDAC):<br><a href=""https://esdac.jrc.ec.europa.eu/content/spade-14"" target=""_new"" rel=""noopener"">https://esdac.jrc.ec.europa.eu/content/spade-14</a></p>
</li>
<li>
<p>The dataset from Gupta et al. (2020), available via Zenodo:<br><a href=""https://zenodo.org/record/4541586"" target=""_new"" rel=""noopener"">https://zenodo.org/record/4541586</a></p>
</li>
</ul>
<p>The repository also includes the raw data files:</p>
<ul>
<li>
<p><code>ARKHANGEL.DATA</code> &ndash; from Arkhangel&rsquo;skaya (2009)</p>
</li>
<li>
<p><code>Keller.DATA</code> &ndash; from Keller and H&aring;kansson (2010)</p>
</li>
</ul>",2025-07-09 15:55:04.540634+00:00,10.5281/zenodo.15837794,dataset,2025.0
Zenodo,Sabine Schmidt,TROPECOS,15835434,"Data and R code on the net climate benefit from blue carbon burial and greenhouse gas emissions in zostera noltei seagrass meadows from Arcachon Bay, France","Dolivet-Maréchal, Marion","<p>In this study, we evaluated carbon burial and greenhouse gas (GHG) fluxes, focusing on CH₄ (&micro;mol CH₄ m⁻&sup2; day⁻&sup1;) and N₂O (&micro;mol N₂O m⁻&sup2; day⁻&sup1;), within&nbsp;<em>Zostera noltei</em> seagrass meadows and adjacent bare sediments. To assess the balance between carbon burial and GHG emissions, we combined field and laboratory measurements with relevant calculations. Data were collected from seven sites within Arcachon Bay, each consisting of a healthy seagrass area and an adjacent area where seagrass had been absent for the past 20 years, now consisting of bare sediments. We considered factors such as sediment organic content and hydrodynamic conditions. The Excel field contains variables used to calculate the net climate benefit (<span>CO₂eq m<sup>-</sup>&sup2; y⁻&sup1;</span>), which represents carbon burial minus GHG fluxes, as well as other variables relevant to the associated paper. The R code used for statistical analysis included the Wilcoxon test to compare bare and seagrass areas at each site for the different variables, as well as Spearman&rsquo;s correlation to examine the relationship between the net climate benefit and hydrodynamic factors. Additionally, the code was used to generate the various figures presented in the article. Our results provide a comprehensive understanding of the role of seagrass meadows in climate regulation and emphasize the need for further research into the microbial communities and environmental conditions that influence GHG emissions.</p>",2025-07-08 10:01:58.226075+00:00,10.5281/zenodo.15835434,dataset,2025.0
Zenodo,Eric Ceschia,ALAMOD,15830400,Quantifying albedo impact and radiative forcing of management practices in European wheat cropping systems,"Yu, Ke","<p>Management practices that increase the surface albedo of cultivated land could mitigate climate change, with similar effectiveness to practices that reduce greenhouse gas emissions or favor natural CO2 sequestration. Yet, the efficiency of such practices is barely quantified. In this study, we quantified the impacts of seven different management practices on the surface albedo of winter wheat fields (nitrogen fertilizer, herbicide, fungicide, sowing, harvest, tillage, and crop residues) by analyzing observed daily albedo dynamics from eight European flux-tower sites with interpretable machine learning. We found that management practices have significant influences on surface albedo dynamics compared with climate and soil conditions. The nitrogen fertilizer application has the largest effect among the seven practices as it increases surface albedo by 0.015 &plusmn; 0.004 during the first two months after application, corresponding to a radiative forcing of &minus;4.39 &plusmn; 1.22 W m&minus;2. Herbicide induces a modest albedo decrease of 0.005 &plusmn; 0.002 over 150 d after application by killing weeds in the fallow period only, resulting in a magnitude of radiative forcing of 1.33 &plusmn; 1.06 W m&minus;2 which is higher than radiative forcing of other practices in the same period. The substantial temporal evolution of the albedo impacts of management practices<br>increases uncertainties in the estimated albedo-mediated climate impacts of management practices. Although these albedo effects are smaller than published estimates of the greenhouse gas-mediated biogeochemical practices, they are nevertheless significant and should thus be accounted for in climate impact assessments.</p>",2025-07-07 16:27:21.097588+00:00,10.1088/1748-9326/ad5859,publication,2025.0
Zenodo,Ronny Lauerwald,DEEP-C,15830400,Quantifying albedo impact and radiative forcing of management practices in European wheat cropping systems,"Yu, Ke","<p>Management practices that increase the surface albedo of cultivated land could mitigate climate change, with similar effectiveness to practices that reduce greenhouse gas emissions or favor natural CO2 sequestration. Yet, the efficiency of such practices is barely quantified. In this study, we quantified the impacts of seven different management practices on the surface albedo of winter wheat fields (nitrogen fertilizer, herbicide, fungicide, sowing, harvest, tillage, and crop residues) by analyzing observed daily albedo dynamics from eight European flux-tower sites with interpretable machine learning. We found that management practices have significant influences on surface albedo dynamics compared with climate and soil conditions. The nitrogen fertilizer application has the largest effect among the seven practices as it increases surface albedo by 0.015 &plusmn; 0.004 during the first two months after application, corresponding to a radiative forcing of &minus;4.39 &plusmn; 1.22 W m&minus;2. Herbicide induces a modest albedo decrease of 0.005 &plusmn; 0.002 over 150 d after application by killing weeds in the fallow period only, resulting in a magnitude of radiative forcing of 1.33 &plusmn; 1.06 W m&minus;2 which is higher than radiative forcing of other practices in the same period. The substantial temporal evolution of the albedo impacts of management practices<br>increases uncertainties in the estimated albedo-mediated climate impacts of management practices. Although these albedo effects are smaller than published estimates of the greenhouse gas-mediated biogeochemical practices, they are nevertheless significant and should thus be accounted for in climate impact assessments.</p>",2025-07-07 16:27:21.097588+00:00,10.1088/1748-9326/ad5859,publication,2025.0
Zenodo,Eric Ceschia,ALAMOD,15830318,About the Assessment of Cover Crop Albedo Potential Cooling Effect: Risk of the Darkening Feedback Loop Effects,"Pique, Gaétan","<p>Today societies face an unprecedented challenge to limit global warming and restore&nbsp;agricultural soils. Recent studies show that the introduction of cover crops over Europe could result in a cooling impact due to an increase in soil organic carbon stocks, a decrease in the use of fertilizers, and an increase in surface albedo of the croplands. Based on the use of remote sensing data, land cover database, meteorological data, national agricultural statistics, and ground measurements, a generic model was developed to simulate the radiative forcing following the change in surface albedo. This article analyzes the impact of the introduction of cover crops in Europe during the fallow periods. Compared to previous studies, this work discusses: (i) The maximum greening potential in Europe&nbsp;and the associated indirect surface properties changes (ii) for snowfall episodes, and (iii) due to an increase in organic matter. This study shows that the mitigation potential of cover crops through&nbsp;albedo effects could reach 6.74 MtCO2-eq.yr􀀀1 by extending the periods of the introduction of the&nbsp;cover crops to all possible fallow periods. This mitigation could be limited to 5.68 MtCO2-eq.yr􀀀1<br>if the impact of snowfalls is considered. This would be equivalent to 9.12 gCO2.m􀀀2.yr􀀀1. Finally,&nbsp;this study investigates the feedback loop due to soil darkening with soil organic carbon content increase when cover crops are introduced, considering two scenarios. The first considers the soil organic carbon content increase following repeated incorporation of cover crop biomass into the&nbsp;soil, simulated with the DayCent model. The second, more conceptual and extreme scenario aims at alerting on the possible impact of a combination of carbon farming practices, such as biochar or organic amendments. Our results show that this effect could lead to a loss of 20% of the climate benefit (i.e., 5.39 MtCO2-eq.yr􀀀1). In conclusion, this study shows that cover crops have a strong potential for climate mitigation through direct albedo effects (soil coverage). However, once introduced, cropland should be permanently covered by vegetation or straws in order to avoid this darkening feedback&nbsp;loop effect.</p>",2025-07-07 15:12:41.707747+00:00,10.3390/rs15133231,publication,2025.0
Zenodo,Eric Ceschia,ALAMOD,15830244,AgriCarbon-EO v1.0.1: large-scale and high-resolution simulation of carbon fluxes by assimilation of Sentinel-2 and Landsat-8 reflectances using a Bayesian approach,"Wijmer, Taeken","<p>Soil organic carbon storage is a well-identified climate change mitigation solution. Quantification of the soil carbon storage in cropland for agricultural policy and offset<br>carbon markets using in situ sampling would be excessively costly, especially at the intrafield scale. For this reason, comprehensive monitoring, reporting, and verification (MRV) of soil carbon and its explanatory variables at a large scale need to rely on hybrid approaches that combine remote sensing and modelling tools to provide the carbon budget components with their associated uncertainties at intrafield scale. Here, we present AgriCarbon-EO v1.0.1: an end-toend processing chain that enables the estimation of carbon budget components for major and cover crops at intrafield resolution (10 m) and regional extents (e.g. 10 000 km2) by&nbsp;assimilating remote sensing data (e.g. Sentinel-2 and Landsat8) in a physically based radiative transfer (PROSAIL) and agronomic models (SAFYE-CO2). The data assimilation in AgriCarbon-EO is based on a novel Bayesian approach&nbsp;that combines normalized importance sampling and look-up table generation. This approach propagates the uncertainties across the processing chain from the reflectances&nbsp;to the output variables. After a presentation of the chain, we demonstrate the accuracy of the estimates of AgriCarbon-EO through an application over winter wheat in the southwest of France during the cropping seasons from 2017 to 2019. We validate the outputs with flux tower data for net<br>ecosystem exchange, biomass destructive samples, and combined harvester yield maps. Our results show that the scalability and uncertainty estimates proposed by the approach do not hinder the accuracy of the estimates (net ecosystem exchange,&nbsp;NEE: RMSED 1:68&ndash;2.38 gCm􀀀2, R2 D 0:87&ndash;0.77; biomass: RMSED 11:34 gm􀀀2, R2 D 0:94). We also show the added value of intrafield simulations for the carbon components through scenario testing of pixel and field simulations (biomass: biasD 􀀀47 gm􀀀2, 􀀀39% variability). Our&nbsp;overall analysis shows satisfying accuracy, but it also points out the need to represent more soil processes and include&nbsp;synthetic aperture radar data that would enable a larger coverage&nbsp;of AgriCarbon-EO. The paper&rsquo;s findings confirm the&nbsp;suitability of the choices made in building AgriCarbon-EO&nbsp;as a hybrid solution for an MRV scheme to diagnose agroecosystem&nbsp;carbon fluxes.</p>",2025-07-07 14:57:01.025446+00:00,10.5194/gmd-17-997-2024,publication,2025.0
Zenodo,Sophie Darfeuil,CarboNium,15829270,Mont Blanc (CDD16-C01) ice core NO3- concentrations,"LAMOTHE, Alexis","<p>This dataset provides raw measurements of NO3- in the CDD16-C01 ice core measured with a continuous flow analysis system (https://panda.osug.fr/Le-module-chimie-144). These measurements are converted into depth cm water equivalent using the density profile. The chronology is proposed based on the seasonnality and glacier flow model, and may be revised in the future</p>",2025-07-07 12:47:27.147591+00:00,10.5281/zenodo.15829270,dataset,2025.0
Zenodo,Pierre Sabatier,DEEP-C,15804815,"Phisico-chemical properties of a sediment core collected in the Rincon del bonete dam reservoir, Uruguay to reconstruct sediment","Bardelle, Amaury","<p>Dataset compiling the various analyses carried out on a sediment core collected from the Rincon del Bonete dam in Uruguay (22-BONETE-03, N&deg;IGSN 10.58052/IEFOU002D).</p>
<p>The files available are :&nbsp;</p>
<ol>
<li>&nbsp;SSF_database_RdB_03_2022 : The excel file with all the reasults divied into 3 sheets :
<ul>
<li>SSF_data_global_RdB_03_2022 : Results of the analyses carried out on the core per cm.</li>
<li>SSF_database_high_res_RdB_03_2022: Results of the high-resolution analysis on the core.</li>
<li>SSF_database_pesticides_RdB_03_2022: Results of the pesticides analysis on the core.</li>
</ul>
</li>
<li>SSF_metadata_RdB_03_2022: Metadata on the core collected, IGSN numbers, sample names, etc.</li>
<li>SSF_variable_description_RdB_03_2022: Description of the different variables added to the SSF_database_RdB_03_2022 file.</li>
</ol>
<p>The dataset was created on the basis of templates available at the following address: 10.5281/zenodo.10725788</p>",2025-07-04 13:01:55.427932+00:00,10.5281/zenodo.15804815,dataset,2025.0
Zenodo,Bertrand Guenet,CLIM-FAS,15797203,Supporting Capacity Building in Soil Monitoring in Europe – Session 2 (Sessions 2.1 and 2.2) – Digital Tools for Soil Health Monitoring – 20 June 2025,"Gabriel, Jose Luis","<p>This record contains the training materials from the PREPSOIL Workshop titled <strong>&ldquo;Supporting Capacity Building in Soil Monitoring in Europe &ndash; Session 2 (Sessions 2.1 and 2.2): Digital Tools for Soil Health Monitoring&rdquo;</strong>, held on 20 June 2025. This record includes the session agenda and presentation materials.</p>
<p>Organised under the Horizon Europe project <strong>PREPSOIL (101070045 &ndash; Preparing for the &lsquo;Soil Deal for Europe&rsquo; Mission)</strong>, this second training session focused on the application of digital tools to monitor soil health, in the context of implementing the forthcoming EU Soil Monitoring Law (SML).</p>
<p>Each presentation highlighted methodological advances and practical tools for assessing and improving soil health, including hybrid monitoring systems, digital soil mapping, and integration of remote sensing data.</p>
<p>&nbsp;</p>",2025-07-03 13:22:30.933307+00:00,10.5281/zenodo.15797203,event,2025.0
Zenodo,Bertrand Guenet,ALAMOD,15797203,Supporting Capacity Building in Soil Monitoring in Europe – Session 2 (Sessions 2.1 and 2.2) – Digital Tools for Soil Health Monitoring – 20 June 2025,"Gabriel, Jose Luis","<p>This record contains the training materials from the PREPSOIL Workshop titled <strong>&ldquo;Supporting Capacity Building in Soil Monitoring in Europe &ndash; Session 2 (Sessions 2.1 and 2.2): Digital Tools for Soil Health Monitoring&rdquo;</strong>, held on 20 June 2025. This record includes the session agenda and presentation materials.</p>
<p>Organised under the Horizon Europe project <strong>PREPSOIL (101070045 &ndash; Preparing for the &lsquo;Soil Deal for Europe&rsquo; Mission)</strong>, this second training session focused on the application of digital tools to monitor soil health, in the context of implementing the forthcoming EU Soil Monitoring Law (SML).</p>
<p>Each presentation highlighted methodological advances and practical tools for assessing and improving soil health, including hybrid monitoring systems, digital soil mapping, and integration of remote sensing data.</p>
<p>&nbsp;</p>",2025-07-03 13:22:30.933307+00:00,10.5281/zenodo.15797203,event,2025.0
Zenodo,Bertrand Guenet,CANETE,15797203,Supporting Capacity Building in Soil Monitoring in Europe – Session 2 (Sessions 2.1 and 2.2) – Digital Tools for Soil Health Monitoring – 20 June 2025,"Gabriel, Jose Luis","<p>This record contains the training materials from the PREPSOIL Workshop titled <strong>&ldquo;Supporting Capacity Building in Soil Monitoring in Europe &ndash; Session 2 (Sessions 2.1 and 2.2): Digital Tools for Soil Health Monitoring&rdquo;</strong>, held on 20 June 2025. This record includes the session agenda and presentation materials.</p>
<p>Organised under the Horizon Europe project <strong>PREPSOIL (101070045 &ndash; Preparing for the &lsquo;Soil Deal for Europe&rsquo; Mission)</strong>, this second training session focused on the application of digital tools to monitor soil health, in the context of implementing the forthcoming EU Soil Monitoring Law (SML).</p>
<p>Each presentation highlighted methodological advances and practical tools for assessing and improving soil health, including hybrid monitoring systems, digital soil mapping, and integration of remote sensing data.</p>
<p>&nbsp;</p>",2025-07-03 13:22:30.933307+00:00,10.5281/zenodo.15797203,event,2025.0
Zenodo,Claire Chenu,ALAMOD,15797065,Supporting Capacity Building in Soil Monitoring in Europe - Session 1 (Sessions 1.1 and 1.2) - Innovating Soil Monitoring: From Indicators to Policy Impact - 13 June 2025,"Chenu, Claire","<p>This record contains the training materials from the PREPSOIL Workshop titled <strong>&ldquo;Supporting Capacity Building in Soil Monitoring in Europe &ndash; Session 1 (Sessions 1.1 and 1.2): Innovating Soil Monitoring: From Indicators to Policy Impact&rdquo;</strong>, held on 13 June 2025. Materials include the presentations and the agenda.</p>
<p>This first training session explored key soil health indicators, their policy relevance, and the challenges of harmonised soil monitoring across the EU. The session combined presentations by leading experts with interactive discussions to foster mutual understanding between science and policy.</p>",2025-07-03 13:22:22.665469+00:00,10.5281/zenodo.15797065,event,2025.0
