Nom_archive,Auteur_recherché,Projet,ID,Titre_unique,Auteur,Résumé,Date,Publication Url,Date de publication
Zenodo,Laurent Kergoat,RIFT,14930870,Thesilea mallicolensis Kulzer 1951,"Soldati, Laurent","<p><b><i>Thesilea mallicolensis</i> Kulzer, 1951</b></p><p><i>Thesilea mallicolensis</i> Kulzer, 1951: 148.</p><p>MATERIAL EXAMINED. &mdash; <b>Vanuatu.</b> Espiritu Santo Isl., Luganville, CETRAV in Saraoutou, ecotone between dense rainforest and coffee tree plantation, beating shrubs, 2-10.X.2006, leg. L. Soldati, 2 &male;&male; and 15 other ex. (MNHN), 5 ex. (coll. LS) (sex unknown). &mdash; Espiritu Santo Isl., Butmas, in rainforest, 21.X.2006, leg. L. Soldati, 1 &male; (MNHN), 1 &male; (coll. LS).</p><p>DISTRIBUTION. &mdash; Originally described from Mallicolo (Malekula Island) in the French New Hebrides (now Vanuatu), this species also occurs in the neighbouring island of Espiritu Santo.</p><p>BIOGEOGRAPHY OF VANUATU</p><p>AND ASSUMPTIONS ON THE ORIGIN OF THE TENEBRIONIDAE</p><p>IN THE ARCHIPELAGO.</p><p>The Vanuatu islands and that of Santo in particular are known to be recently emerged volcanic islands (about 4 million years), and can thus be qualified oceanic islands (Gillespie &amp; Roderick 2002). This geological evidence suggests that the local fauna most likely originated by dispersal and not by vicariance. After their arrival, some of the species may have then evolved to endemic species. This leads us to raise the following question: which is (are) the origin(s) of this fauna? In other words, what were the borrowed colonisation routes to reach the archipelago of the Vanuatu?</p><p>With reference to the Tenebrionidae, one can say that there were nearly (because of the humanmediated introduction of species like <i>Tribolium castaneum</i>) as many colonisation events as different genera existing in Vanuatu, which are not considered as sister clades. Note that if a genus is represented by more than one species, we cannot exclude the hypothesis of multiple colonisation events as well (e.g., Balke <i>et al.</i> 2007). If we replace Vanuatu in a geographical context, one can put forth biogeographic hypotheses as for the source of these dispersions. Indeed, these events can come from several areas around the archipelago.</p><p>First of all, several genera of Tenebrionidae could originate from New Guinea, which probably holds the greatest diversity of Tenebrionidae of the Australasian region (Gebien 1920). Its geographical position makes it obvious that its fauna is part of the Melanesian arch. In particular, dispersals to the Vanuatu could be facilitated by the Solomon Islands, as they are themselves strongly influenced by New Guinean fauna (Merkl 1989; Bremer 1993). This assumption is corroborated by the presence of the genus <i>Amarygmus</i> in the Vanuatu, whose centre of diversity is located in New Guinea and certain representatives in the Solomon Islands (Gebien 1920). Species of <i>Amarygmus</i> are also known from the Fiji Islands (Kaszab 1955), which attests of a colonisation front going towards southeast. In the same way, if <i>Uloma</i> of the area and the presently described Vanuatu species are examined, morphological affinities show that <i>U. vanuatensis</i> L. Soldati n. sp. is closely related to a species group of <i>Uloma</i> from New Guinea (i.e. the <i>U. bituberosa</i> group; Gebien 1920). New Caledonia, the nearest insular territory to Vanuatu (400 km), has the greatest <i>Uloma</i> diversity with respect to its surface (Kaszab 1982b, 1986). However, no New Caledonian species are morphologically related to <i>U. vanuatensis</i> L. Soldati n. sp. On the contrary, the Fijian species, <i>Uloma cavicollis</i> Fairmaire, 1849, shows several morphological features bringing it closer to <i>U. vanuatensis</i> L. Soldati n. sp. As in the case of <i>Amarygmus</i>, it seems that the presence of <i>Uloma</i> in Vanuatu is the result of a southeastern oriented dispersal using Solomon Islands as stepping-stones. It is interesting to note that this dispersal has not yet reach New Caledonia whose <i>Uloma</i> representatives seem to originate from Australia (Matthews and Bouchard 2005). Consequently, it appears clearly that New Guinea played a crucial role in the species assemblage of Tenebrionidae in Vanuatu via a dispersal that followed the Melanesian arch. The genera <i>Bradymerus</i> (<i>B. lobicollis</i>), <i>Platydema</i> (<i>P. novaeguineense</i>), <i>Promethis</i> (<i>P. sulcigera</i>) and <i>Toxicum</i> (<i>T. quadricorne</i>) are most probably originating from New Guinea, too.</p><p>Then, other genera can come from the Fiji Islands, a wide archipelago including approximately 80 species of Tenebrionidae (Kaszab 1955). Its proximity to Vanuatu suggests that faunal exchange could have been frequent and that resulted in several genera occurring in both archipelagoes. For example, a Melanesian connection was probably established concerning the genus <i>Chariotheca</i> with two species (<i>C. striata</i> and <i>C. cuprina</i>) occuring both in the Fiji Islands and in Vanuatu. These dispersals pursued westward to reach New Caledonia (Kaszab 1982b, 1986), but also northward to the Solomon Islands, where the genus is also present.</p><p>Lastly, New Caledonia could have also influenced the fauna of Vanuatu. Emerged approximately 34- 37 million years ago (Pelletier 2006), it has some genera in common with the Vanuatu archipelago. Even though New Caledonia and Vanuatu exhibit many affinities for the plants for instance (Pillon 2011), most tenebrionid species from the two areas are different (Kaszab 1955, 1982b, 1986). Moreover, several widespread Australasian genera (<i>Amarygmus</i>, <i>Promethis</i> and <i>Toxicum</i>) are found in Vanuatu but not in New Caledonia (Matthews &amp; Bouchard 2005). In the same way, many New Caledonian genera do not occur in Vanuatu. This low level of affinity demonstrates the scarcity of the past exchanges between these two areas in spite of their proximity. This can be explained by two major hypotheses:First, one can imagine that competition or poor adaptation prevented some tenebrionid genera from colonising one or the other archipelago. New Caledonia, for example, is covered by ultramafic soils that have strongly constrained the diversification of plants (Pillon <i>et al.</i> 2010). Second, it can be thought that dispersal opportunities between the two archipelagoes were limited for poor dispersers (wingless species), or that abiotic (e.g., marine currents) or biotic factors prevented these dispersal events. Testing these assumptions would require a more thorough knowledge of the biodiversity of the region, as well as an estimate of their phylogenetic relationships among species existing between the distinct areas through a historical biogeography approach (interspecific level) or phylogeography (intraspecific level).</p><p>In conclusion, the tenebrionid fauna of Vanuatu represents a reserve of species, which provides an interesting and still incompletely known biogeographic history with questions about its origin and evolution. Thanks to this first inventory, we highlight multiple and independent origins to explain the colonisation of the archipelago. However, understanding of the evolutionary and ecological processes, which have contributed to the community assemblage, remains a fascinating challenge that requires a more thorough sampling over the entire Australasian region. Even if it appears that New Guinea is the major source of this biodiversity, it would be very interesting to test these biogeographic hypotheses within a phylogenetic perspective including dense taxon sampling for each genus. Phylogenetic and dating analyses would then provide additional evidence for better apprehending when and how appeared the Tenebrionidae of Vanuatu.</p>",2025-02-26 13:14:52.116126+00:00,10.5281/zenodo.14930870,2025
Zenodo,Laurent Kergoat,RIFT,14930868,Promethis sulcigera,"Soldati, Laurent","<p><b><i>Promethis sulcigera</i> (Boisduval, 1835)</b></p><p><i>Upis sulcigera</i> Boisduval, 1835: 256.</p><p>MATERIAL EXAMINED. &mdash; <b>Vanuatu.</b> Espiritu Santo Isl., Luganville,CETRAV in Saraoutou (15&deg;26&rsquo;47&rdquo;S, 167&deg;12&rsquo;32&rdquo;E), 1- 11.X and 18-20.X.2006, at night with a headlamp, on the decaying trunk of an old mango tree (<i>Mangifera indica</i>), leg. L. Soldati, 2 &female;&female; (MNHN), 2 &female;&female; (coll. LS).</p><p>DISTRIBUTION. &mdash; Described from &ldquo;&icirc;le d&rsquo;Amboine&rdquo; (Ambon, Indonesia), this widespread species is also known from Taiwan, Philippines, Moluccan Islands, New Guinea and the surrounding islands and Australia (Queensland) (Kaszab 1988a). It is also present in the Solomon Islands, the Samoa Islands, Palau and the Vanuatu Archipelago (Aoba, Malo, Malekula [Mallicolo] and Epi, Erronango islands) (Kaszab 1988b).</p>",2025-02-26 13:14:47.039223+00:00,10.5281/zenodo.14930868,2025
Zenodo,Laurent Kergoat,RIFT,14930866,Chariotheca striata Kaszab 1955,"Soldati, Laurent","<p><b><i>Chariotheca striata</i> Kaszab, 1955</b></p><p><i>Chariotheca striata</i> Kaszab, 1955: 502, figs 78, 182.</p><p>MATERIAL EXAMINED. &mdash; <b>Vanuatu.</b> Espiritu Santo Isl., Luganville, CETRAV in Saraoutou, ecotone between dense rainforest and coffee tree plantation, under bark, 2-10.X.2006, leg. L. Soldati, 2 &male;&male; (MNHN), 2 &male;&male; (coll. LS); CETRAV Arboretum, beating shrubs, 5.X.2006, leg. L.Soldati, 1 &male; and 2 other ex.(sex unknown) (MNHN).</p><p>DISTRIBUTION. &mdash; Described from the Fiji Islands (Kaszab 1955), this is the first record for Vanuatu.</p><p>REMARKS</p><p>This nocturnal species is quite commonly collected while beating dead branches or shrubs during the day.</p>",2025-02-26 13:14:37.205741+00:00,10.5281/zenodo.14930866,2025
Zenodo,Laurent Kergoat,RIFT,14930864,"Uloma vanuatensis L. Soldati 2012, n. sp.","Soldati, Laurent","<p><i>Uloma vanuatensis</i> L. Soldati n. sp.</p><p>(Figs1-3)</p><p>TYPE MATERIAL. &mdash; Holotype: Vanuatu, Santo Isl., Luganville, CETRAV in Saraoutou, 2-10.X. 2006, 30 m alt., 15&deg;27&rsquo;05&rdquo;S, 167&deg;11&rsquo;04&rdquo;E, leg. L. Soldati, &male; (MNHN EC2280).</p><p>Paratypes (7 &female;&female;, 3 &male;&male;): same data as holotype, 1 &female; (MNHN EC2281). &mdash; Santo Isl., Saraoutou, littoral forest, rotten log, 9-10.X.2006, 15&deg;26&rsquo;38&rdquo;S, 167&deg;12&rsquo;52&rdquo;E, leg. L. Soldati, 2 &female;&female; (CBGP), 1 &male; and 1 &female; (Coll. LS). &mdash; Espiritu Santo Isl., Big Bay, Matantas, Vatthe Area Conservation, 12-17.X.2006, leg. L. Soldati, 2 &female;&female; (MNHN EC2282- EC2283), 1 &male; (coll. LS) and 1 &female; paratype (CBGP). &mdash; <i>Uloma</i> n. sp. aff. <i>cavifrons</i> Kasz. Santo, Zolt&aacute;n Kaszab det., 1 &male; (HNHM).</p><p>DISTRIBUTION. &mdash; This <i>Uloma</i> is currently known only from the island of Espiritu Santo in the Vanuatu archipelago, where it may be endemic.</p><p>ETYMOLOGY. &mdash; This new species is named in reference to its origin, the Vanuatu archipelago.</p><p>DIAGNOSE. &mdash; <i>Uloma vanuatensis</i> L. Soldati n. sp. belongs to a characteristic New Guinean species-group. It is closely related to <i>Uloma bituberosa</i> Kirsch, 1875. It has the same very characteristic type of aedeagus, found in <i>U. bituberosa</i> and its subspecies <i>hamata</i> Gebien, 1920 described from New Guinea, New Pomerania (now New Britain, the largest of the Bismarck Islands) and Palau (Gebien 1920), and <i>sydneyana</i> Kaszab, 1982, described from Sydney, Australia (Kaszab 1982a). However, it clearly differs from <i>U. bituberosa</i> and its subspecies by the presence of two conical tubercles on the clypeus in males (Fig. 2B) and the different shape of the pronotum (Fig. 1D), whose bumps on the sides of the anterior impression of males are much lower: they are not projected forward up to the front edge or beyond it, and they are not hook-shaped inwards.</p><p>DESCRIPTION</p><p>Length 10-11.5 mm; width 3.5- 4 mm. Pitchy dark brown, sometimes slightly reddish (teneral specimens), brilliant. Antennae, mouthparts, legs and prosternal apophysis reddish-brown.</p><p><i>Head (Fig. 2B)</i></p><p>Transverse,genae narrower than eyes, first subparallel in a very short distance, then obliquely narrowed in curved line forward up to the clypeo-genal suture, which is limited laterally by two short faint grooves and disappears completely in the middle, in the area that normally separates the front from the clypeus. Clypeus transversely enlarged, swollen (standing out from frons despite absence of visible suture) and its anterior edge slightly concave.</p><p>Male:vertex sloping steeply forward and separated from front by a transverse depression as wide as space between eyes. Frons plane with a slight impression in front in the middle, in area of contact with the clypeal bead. Clypeus densely covered with tangled microgranulation and adorned with two small conical tubercles (Fig. 2B, tub), between them with a narrow arc-shaped strip (Fig. 2B, st) whose microchagreened/matte surface contrasts sharply with the shiny rest of upper head. Punctuation is very fine, sparse and superficial in the middle of frons and becomes progressively denser on genae and toward clypeus, and stronger and coarser on the temporae.</p><p>Female: vertex coarsely punctate, convex and separated from temporae and frons by a transverse depression more or less pronounced, but still clearly visible. Contrary to &male;, frons is also convex transversely and much more strongly punctate. Clypeus also swollen, but its surface only punctate, smooth and shiny, neither with conical tubercles nor microgranulation.</p><p>Antennae (Fig. 2A) without notable features, antennomeres gradually becoming transverse and expanded from antennomere5 which is slightly asymmetrical. Mentum (Fig. 2A) heart-shaped, smooth and covered with coarse but shallow punctuation, with distinct midlongitudinal triangular depression, deepest anteriorly and gradually becoming shallower backward, and two short oblique lateral grooves near the base, arranged symmetrically in relation to midline.</p><p><i>Pronotum</i></p><p>1.3 times wider than long, sides weakly arcuate, almost parallel, widest at basal third. Rim on the anterior margin disappears completely in the middle; base immarginated, with exception of two small folds located at the level of the two concave curves of external margin and the posterior angles. Anterior angles smooth and slightly protruding forward, posterior ones obtuse. Whole upper surface of the pronotum very finely and regularly punctate, slightly denser on the sides.</p><p>A B C</p><p>Male: antero-median depression of pronotum rather moderate, shallow, not reaching half of pronotal length and becoming gradually shallower toward posterior end in circular arch without any granule to delimit its posterior edge. The lateral bumps that initiate the depression&rsquo;s sides forward are quite low, not projected to anterior edge and simply sloping inwards, without forming lamellar hook-shaped expansions. Bottom of depression somewhat more strongly punctate than rest of pronotal surface.</p><p>Female: pronotum regularly convex, without antero-median depression. Prosternal apophysis in lateral view regularly curved beneath anterior coxae.</p><p><i>Elytra</i></p><p>Elytra quite flattened on disc, sides parallel, humeral angles right but rounded at the top. Lateral margin visible only in anterior half in dorsal view. Each elytron bears nine grooved striae of punctures and a scutellar striola. Strial punctures are slightly wider than grooves. Elytral intervals nearly flat on disc and becoming convex laterally and toward apex, covered with extremely fine and superficial punctuation.</p><p><i>Abdomen</i></p><p>Abdominal ventrites (Fig.3B) very finely and densely punctate on a narrow mid-longitudinal strip and on the entire anal ventrite where punctuation becomes progressively bigger and sparser. On each side of this longitudinal strip, surface of ventrites 1-4 is finely microshagreened and striate longitudinally.Moreover, each ventrite is dotted with porous punctures mainly concentrated on leading edge. The terminal ventrite without lateral microshagreened and striate areas, but porous punctures present, and its outer margin very finely bordered except on both sides,in front of the base. Anterior tibiae (Fig. 3A) carinate on their upper surface up to the middle and slightly excavated at base on the inner side.</p><p>Aedeagus:on tergal face (Fig. 1F), parameres parallel in basal half, then suddenly narrowed and pointed toward apex;base triangular backwards.In lateral view (Fig. 1E), apical half of parameres strongly curved.</p><p>REMARKS</p><p><i>Uloma vanuatensis</i> L. Soldati n. sp., like all its congeners, is a saproxylic insect living and developing beneath bark and in decaying wood. Unfortunately, neither the larvae nor the food preferences (type of tree species) are known.</p>",2025-02-26 13:14:22.492737+00:00,10.5281/zenodo.14930864,2025
Zenodo,Laurent Kergoat,RIFT,14930862,Tribolium castaneum,"Soldati, Laurent","<p><b><i>Tribolium castaneum</i> (Herbst, 1797)</b></p><p><i>Colydium castaneum</i> Herbst, 1797: 282.</p><p>MATERIAL EXAMINED. &mdash; <b>Vanuatu.</b> Espiritu Santo Isl., Luganville, CETRAV in Saraoutou, 23-28.X.2006, at light, leg. L. Soldati, 1 &male; (MNHN).</p><p>DISTRIBUTION. &mdash; <i>Tribolium castaneum</i> is a cosmopolitan species and one of the most important stored product pests around the world. It is known to infest the following commodities: barley, bran, cacao, ginger, maize, millet, manioc, nutmeg, peanut, pepper, rice, sorghum, tapioca and yam (Delobel &amp; Tran 1993). This species can also damage entomological collections.</p>",2025-02-26 13:14:16.915207+00:00,10.5281/zenodo.14930862,2025
Zenodo,Laurent Kergoat,RIFT,14930858,Brachyidium irroratum,"Soldati, Laurent","<p><b><i>Brachyidium irroratum</i> (Fauvel, 1867)</b></p><p><i>Gonocephalum irroratum</i> Fauvel, 1867: 188, note 1.</p><p>MATERIAL EXAMINED. &mdash; <b>Vanuatu.</b> Espiritu Santo Isl., Butmas, Melanesian village in rainforest, UV light trap, 21.X.2006, leg. L. Soldati, 14 &male;&male;, 10 &female;&female; (MNHN), 4 &male;&male;, 4 &female;&female; (coll. LS).</p><p>DISTRIBUTION. &mdash; Described from Lifu Island, it occurs in the Loyalty Islands and also in the Vanuatu archipelago (Kaszab 1982b).</p>",2025-02-26 13:14:06.993245+00:00,10.5281/zenodo.14930858,2025
Zenodo,Laurent Kergoat,RIFT,14930856,Corticeus (Cnemophloeus) levis Bremer 1993,"Soldati, Laurent","<p><b><i>Corticeus</i> (<i>Cnemophloeus</i>) <i>levis</i> Bremer, 1993</b></p><p><i>Corticeus levis</i> Bremer, 1993: 521, fig. 8.</p><p>MATERIAL TYPE. &mdash; Malao village in Big Bay area, Esperito (<i>sic</i>) Santo, New Hebrides, 6-16 Sept. 71, leg. J. Buckerfield R.S.P.S.E. sex unknown (probably a &female;), holotype (SAM).</p><p>MATERIAL EXAMINED. &mdash; <b>Vanuatu.</b> Espiritu Santo Isl., Luganville, CETRAV in Saraoutou, ecotone between dense rainforest and coffee tree plantation, under bark, 2-10.X.2006, leg. L. Soldati, 1 ex. (sex unknown) (MNHN), 1 ex. (sex unknown) (coll. LS). &mdash; Espiritu Santo Isl., Big Bay, Matantas, Vatthe Area Conservation, 12-17.X.2006, under the bark of a big dead trunk lying on the ground, leg. L. Soldati, 1 &male;, 10 ex. (MNHN) and 6 ex. (coll. LS) (sex unknown).</p><p>DISTRIBUTION. &mdash; So far, this species is only known from Espiritu Santo (Vanuatu) and is considered as endemic of this island (Soldati 2011).</p><p>REMARKS</p><p><i>Corticeus</i> (<i>Cnemophloeus</i>) <i>levis</i> has never been mentioned since the original description until one of the authors discovered it once again during the SANTO 2006 expedition.</p>",2025-02-26 13:13:51.652303+00:00,10.5281/zenodo.14930856,2025
Zenodo,Laurent Kergoat,RIFT,14930854,Corticeus (Cnemophloeus) cephalotes,"Soldati, Laurent","<p><b><i>Corticeus</i> (<i>Cnemophloeus</i>) <i>cephalotes</i> (Gebien, 1913)</b></p><p><i>Hypophloeus cephalotes</i> Gebien, 1913: 28-29.</p><p>MATERIAL EXAMINED. &mdash; <b>Vanuatu.</b> Espiritu Santo Isl., Luganville, CETRAV in Saraoutou, ecotone between dense rainforest and coffee tree plantation, under bark, 2-10.X.2006, leg. L. Soldati, 1 &male; (MNHN).</p><p>DISTRIBUTION. &mdash; Oriental region, Papuan subregion, northern Australia and Comoro Islands (Bremer 1999). Solomon Islands (Vanikoro). First record for Vanuatu.</p>",2025-02-26 13:13:46.721516+00:00,10.5281/zenodo.14930854,2025
Zenodo,Laurent Kergoat,RIFT,14930852,Platydema novaeguineense Gebien 1920,"Soldati, Laurent","<p><b><i>Platydema novaeguineense</i> Gebien, 1920</b></p><p><i>Platydema novaeguineense</i> Gebien, 1920: 259.</p><p>MATERIAL EXAMINED. &mdash; <b>Vanuatu.</b> Espiritu Santo Isl., Luganville, CETRAV in Saraoutou, ecotone between dense rainforest and coffee tree plantation, in fungi growing on a rotten log, 2-10.X.2006, leg. L. Soldati, 2 &male;&male; (MNHN), 1 &male; (coll. LS).</p><p>DISTRIBUTION. &mdash; Described from New Guinea (type locality: Dor&eacute;), this species is also present in the Solomon Islands (Schawaller 2008). First record for Vanuatu.</p>",2025-02-26 13:13:41.534019+00:00,10.5281/zenodo.14930852,2025
Zenodo,Elisa Bruni,ALAMOD,14902119,Supplementary Material to Letter to the Editor concerning: https://doi.org/10.1016/j.scitotenv.2024.175642,"Bernardini, Luca Giuliano","<p>This is the supplementary material to<strong> Letter to the Editor regarding Feeney et al. 2024, &ldquo;Benchmarking soil organic carbon (SOC) concentration provides more robust soil health assessment than the SOC/clay ratio at European scale&rdquo;&nbsp;</strong>by Luca G. Bernardini, Elisa Bruni, Emma Izquierdo-Verdiguier, Eric Smit &amp; &nbsp;Christoph Rosinger.</p>
<p>The repository includes two datasets described in the publication and sample codes to replicate our results.</p>
<p><em><strong>Datasets:</strong></em></p>
<p>The two datasets used for this analysis contained the same variables, but differed in the number of entries, regional extent and number of unique combinations. The prediction variables for SOC benchmarks were soil texture class (based on the Austrian classification (&Ouml;NORM L1050), Environmental Zone (based on the Alterra report 2281), and broad land use classes (grassland or cropland). SOC content was log-transformed.&nbsp;</p>
<p>First, the <strong>Austrian Agricultural Soil Survey</strong> (AASS_rpart, n = 6312) is a systematic survey of cropland and grassland soils in Austria which was initiated in the 1970s; for more details, we refer to Baumgarten et al. (2021).&nbsp;</p>
<p>Second, the <strong>Land Use and Coverage Area frame Survey </strong>(LUCAS_rpart, n = 14246, Orgiazzi et al., 2018) was aggregated for the three sampling intervals (2009, 2015 and 2018) and filtered to contain exclusively observations on cropland and grassland.&nbsp;</p>
<p><em><strong>Sample codes:</strong></em></p>
<p>Three sample R codes are provided to replicate the results of this work, following its two main arguments:</p>
<p>First, we show the effect of&nbsp;<em>tuneLength </em>(a parameter in the <em>train </em>function)&nbsp;on the number of terminal nodes, which results in larger models with higher tuneLength values. In a nutshell, the higher <em>tuneLength </em>parameter<em> </em>leads to a finer tuning grid, allowing for larger models, which <em>caret </em>selects as optimal, due to lower RMSEs (<strong>RMSE-based</strong>). While this approach is often sensible in machine learning, when using decision trees for generating representative groups, this approach can lead&nbsp;to a biased result. To overcome this issue, we optimize the model based on a robust <strong>RULE-based </strong>approach, which selects the simplest model within one standard error of the best performing model, leading to a parsimonious model selection.</p>
<p>Second, following Feeney et al. (2024), we trained the models on 5000 iterations with different splits of the dataset. To select the most representative model, the former publication used the model with the lowest RMSE (best model) over 5000 iterations. We show that, if the focus is on robustness, one should select the most frequently occurring model over 5000 iterations. This leads to a more representative model, at a minimal cost in terms of RMSE.</p>
<p><strong>Sample code caret rpart model optimization RMSE-based.R:&nbsp;</strong>This code shows the effect of tuneLength on the number of terminal nodes.</p>
<p><strong>Sample code rpart model optimization RULE-based.R: </strong>This code shows an alternative approach to model optimization, based on parsimonious model selection.&nbsp;</p>
<p><strong>Sample code Final model selection most frequent vs best rpart.R:&nbsp;</strong>This code shows the effect of selecting the best model (lowest RMSE) and a rule-based model selection on the frequency of appearance of the terminal nodes within the 5000 iterations.</p>",2025-02-21 13:00:02.628855+00:00,10.5281/zenodo.14902119,2025
Zenodo,Kenji Fujisaki,ALAMOD,14728933,"Data and Code for ""Time-dependent neural specificity of the romantic partner in the nucleus accumbens""","Fujisaki, Kenji","<p>This repository hosts all of the data and code for ""Time-dependent neural specificity of the romantic partner in the nucleus accumbens"" by Kenji Fujisaki, Ryuhei Ueda, Ryusuke Nakai, and Nobuhito Abe.</p>
<p>・fMRI_analysis - This folder contains raw and preprocessed fMRI data, analysis outputs and scripts used for fMRI analyses.&nbsp;</p>
<p>・Statistical_analysis - This folder contains demographic and behavioral data, statistical results for both fMRI and behavioral data and scripts used for statistical tests.<br><br>For more detailed information, please refer to the README file located in each folder.</p>",2025-01-29 09:39:00.847939+00:00,10.5281/zenodo.14728933,2025
Zenodo,Antonio Bispo,ALAMOD,14674331,Distribution of soil biodiversity groups across Europe,"Murugan, Rajasekaran","<p>Soils harbor a large portion of global biodiversity, including microorganisms (e.g., bacteria), micro- (e.g., Nematoda), meso- (e.g., Collembola), and macrofauna (e.g., Oligochaeta). This high biodiversity plays critical roles driving multiple ecosystem functions and services, including climate regulation, nutrient cycling, and food production. Recent studies showed that local scale variations in soil biodiversity is of high importance for the maintenance of multifunctionality (i.e. the ability of ecosystems to simultaneously provide multiple ecosystem functions and services) in terrestrial ecosystems. Nevertheless, and with few exceptions (Orgiazzi et al., 2016), soil biodiversity data were not collected in a harmonized and standardized manner across European agroecosystems.<br>The main aim of this study is to collect European soil biodiversity data in a standardized template, harmonize data and associated metadata to provide an overview of existing data on different biological groups.</p>",2025-01-16 15:59:46.801595+00:00,10.5281/zenodo.14674331,2025
Zenodo,Philippe Ciais,DEEP-C,14619127,Canopy height map in China - 2019 part 4,"SU, YANG","<p>This is data generated in the paper, ""<strong>Substantial contribution of trees outside forests to above-ground carbon across China</strong>"".</p>
<p>&nbsp;</p>
<p><strong>Authors</strong></p>
<p>Yang Su a, b, c, Tianqi Shi b, Xianglin Zhang c, d, Yidi Xu b, Kai Cheng e,f, Siyu Liu g, Ge Han h, i, Xin Ma j, Songchao Chen d, k, Xiaowei Tong l, Wei Li m, Wei Gong j, n, o, Qinghua Guo e, f, Martin Brandt g, Shilong Piao p, q, Alexandre d'Aspremont a , Philippe Ciais b</p>
<p>&nbsp;</p>
<p><strong>Affiliations</strong></p>
<p>a D&eacute;partement d'Informatique, &Eacute;cole Normale Sup&eacute;rieure &ndash; PSL, 45 Rue d'Ulm, 75005 Paris, France</p>
<p>b Laboratoire des Sciences du Climat et de l&rsquo;Environnement, CEA CNRS UVSQ Orme des Merisiers, 91190 Gif-sur-Yvette, France</p>
<p>c UMR ECOSYS, INRAE AgroParisTech, Universit&eacute; Paris-Saclay, 91120 Palaiseau, France</p>
<p>d College of Environmental and Resource Sciences, Zhejiang University, 310058 Hangzhou, China</p>
<p>e Institute of Remote Sensing and Geographic Information System, School of Earth and Space Sciences, Peking University, 100871 Beijing, China</p>
<p>f Institute of Ecology, College of Urban and Environmental Sciences, Peking University, 100871 Beijing, China</p>
<p>g Department of Geosciences and Natural Resource Management, University of Copenhagen, Copenhagen, Denmark</p>
<p>h Hubei Key Laboratory of Quantitative Remote Sensing of Land and Atmosphere, School of Remote Sensing and Information Engineering, Wuhan University, Wuhan, China</p>
<p>i Perception and Effectiveness Assessment for Carbon‐neutrality Efforts, Engineering Research Center of Ministry of Education, Institute for Carbon Neutrality, Wuhan University, Wuhan, China</p>
<p>j State Key Laboratory of Information Engineering in Surveying, Mapping and Remote Sensing, Wuhan University, Wuhan, China</p>
<p>k ZJU-Hangzhou Global Scientific and Technological Innovation Center, Zhejiang University, 311215 Hangzhou, China</p>
<p>l Key Laboratory for Agro-ecological Processes in Subtropical Region, Institute of Subtropical Agriculture, Chinese Academy of Sciences, Changsha, China.</p>
<p>m Department of Earth System Science, Ministry of Education Key Laboratory for Earth System Modeling, Institute for Global Change Studies, Tsinghua University, Beijing, China</p>
<p>n Electronic Information School, Wuhan University, Wuhan, China</p>
<p>o Wuhan Institute of Quantum Technology, Wuhan, China</p>
<p>p State Key Laboratory of Tibetan Plateau Earth System, Environment and Resources (TPESER), Institute of Tibetan Plateau Research, Chinese Academy of Sciences, Beijing, 100101, China</p>
<p>q Sino-French Institute for Earth System Science, College of Urban and Environmental Sciences, Peking University, Beijing, China</p>
<p>&nbsp;</p>
<p><strong>Corresponding Author</strong></p>
<p>Yang Su</p>
<p>yang.su@ens.fr</p>
<p>+33 1 89 10 07 67</p>
<p>&Eacute;cole Normale Sup&eacute;rieure &ndash; PSL</p>
<p>&nbsp;</p>
<p><strong>To use the data, please cite this paper or contact the corresponding author for more details.</strong></p>
<p>&nbsp;</p>
<p><strong>Funding</strong></p>
<p>Artificial Intelligence for forest monitoring from space &ndash; AI4Forests</p>
<p>Agence Nationale de la Recherche</p>
<p><a href=""https://app.dimensions.ai/details/grant/grant.13559349"" target=""_blank"" rel=""noopener"">Find out more...</a></p>",2025-03-19 14:12:14.767929+00:00,10.5281/zenodo.14619127,2025
